,음식점명,시군구명,행정동명,지역명,중분류,소분류,10월현지인매출금액,10월현지인매출수,10월외지인매출금액,10월외지인매출수,10월전체매출금액비율,10월전체매출수비율,9월현지인매출금액,9월현지인매출수,9월외지인매출금액,9월외지인매출수,9월전체매출금액비율,9월전체매출수비율,8월현지인매출금액,8월현지인매출수,8월외지인매출금액,8월외지인매출수,8월전체매출금액비율,8월전체매출수비율,현지인매출금액비율,현지인매출수비율,외지인매출금액비율,외지인매출수비율,3개월전체매출금액,3개월전체매출수
5080,제주아라본가,제주시,아라동,제주시내,한식,단품요리 전문,2.95,1.54,0.05,0.15,0.25,0.68,2.3,1.45,0.04,0.14,0.22,0.59,1.15,1.57,0.02,0.06,0.12,0.28,2.13,1.52,0.04,0.12,0.2,0.52
5081,바삭돈가스아라점,제주시,아라동,제주시내,한식,돈까스,2.1,2.71,0.01,0.15,0.16,1.1,1.76,2.77,0.02,0.09,0.16,0.98,0.71,2.4,0.01,0.05,0.07,0.39,1.52,2.63,0.01,0.1,0.13,0.82
5082,유스커피,제주시,아라동,제주시내,한식,커피,1.97,5.67,0.01,0.15,0.14,2.16,1.49,5.06,0.01,0.12,0.13,1.75,0.58,4.0,0.01,0.12,0.06,0.68,1.35,4.91,0.01,0.13,0.11,1.53
5083,코나카,제주시,아라동,제주시내,아시아음식,일식,1.5,0.65,0.07,0.15,0.17,0.36,1.59,0.64,0.05,0.1,0.17,0.3,0.77,0.71,0.02,0.06,0.09,0.15,1.29,0.67,0.05,0.1,0.14,0.27
5084,큐큐아림 아라점,제주시,아라동,제주시내,양식,양식,1.15,0.95,0.03,0.15,0.11,0.47,1.2,0.92,0.03,0.12,0.12,0.41,0.29,0.55,0.03,0.1,0.05,0.16,0.88,0.81,0.03,0.12,0.09,0.35
5085,에프터 글로우,제주시,아라동,제주시내,한식,단품요리 전문,0.95,3.31,0.01,0.15,0.08,1.31,0.58,2.27,0.01,0.14,0.06,0.85,0.31,2.55,0.0,0.03,0.03,0.39,0.61,2.71,0.01,0.11,0.06,0.85
5086,쌍화 153,제주시,아라동,제주시내,한식,단품요리 전문,0.37,0.51,0.02,0.15,0.04,0.31,0.35,0.64,0.0,0.01,0.03,0.22,0.09,0.47,0.0,0.04,0.01,0.1,0.27,0.54,0.01,0.07,0.03,0.21
5087,돈쫄돈제대점,제주시,아라동,제주시내,한식,돼지고기,0.15,0.19,0.01,0.15,0.02,0.19,0.06,0.11,0.0,0.02,0.01,0.05,0.07,0.26,0.01,0.03,0.01,0.07,0.09,0.19,0.01,0.07,0.01,0.1
5088,명륜진사갈비 아라점,제주시,아라동,제주시내,한식,갈비,3.9,2.33,0.03,0.14,0.3,0.95,1.88,1.37,0.03,0.07,0.18,0.51,0.95,1.64,0.02,0.04,0.09,0.28,2.24,1.78,0.03,0.08,0.19,0.58
5089,인쌩맥주 아라점,제주시,아라동,제주시내,주점및주류판매,맥주/요리주점,1.88,1.33,0.02,0.14,0.16,0.59,1.06,0.89,0.02,0.08,0.11,0.36,0.51,0.98,0.01,0.03,0.05,0.17,1.15,1.07,0.02,0.08,0.11,0.37
5090,아라돈사촌,제주시,아라동,제주시내,한식,돼지고기,1.87,0.57,0.07,0.14,0.2,0.32,1.52,0.5,0.06,0.07,0.18,0.23,0.23,0.24,0.02,0.03,0.03,0.06,1.21,0.44,0.05,0.08,0.14,0.2
5091,고래콩물이도점,제주시,아라동,제주시내,한식,가정식,1.39,2.33,0.01,0.14,0.11,0.95,1.38,2.46,0.01,0.07,0.12,0.86,0.8,2.74,0.01,0.06,0.07,0.45,1.19,2.51,0.01,0.09,0.1,0.75
5092,형제카츠,제주시,아라동,제주시내,아시아음식,일식,1.11,1.63,0.01,0.14,0.09,0.7,0.8,1.17,0.01,0.05,0.08,0.43,0.39,1.36,0.01,0.03,0.04,0.22,0.77,1.39,0.01,0.07,0.07,0.45
5093,어덜트밤비노,제주시,아라동,제주시내,양식,양식,1.07,0.38,0.05,0.14,0.13,0.25,0.77,0.42,0.02,0.02,0.08,0.15,0.32,0.31,0.02,0.03,0.04,0.07,0.72,0.37,0.03,0.06,0.08,0.16
5094,(주)신화랜드던킨도너츠제주아라메가박스점,제주시,아라동,제주시내,간식,도너츠,0.91,4.12,0.01,0.14,0.07,1.59,1.45,6.54,0.01,0.29,0.13,2.37,0.74,8.38,0.01,0.21,0.07,1.4,1.03,6.35,0.01,0.21,0.09,1.79
5095,스톤브로스,제주시,아라동,제주시내,한식,단품요리 전문,0.78,2.2,0.0,0.14,0.06,0.9,0.74,1.68,0.01,0.17,0.07,0.69,0.24,1.78,0.01,0.09,0.03,0.33,0.59,1.89,0.01,0.13,0.05,0.64
5096,축협하나로베이커리,제주시,아라동,제주시내,간식,베이커리,0.67,2.96,0.01,0.14,0.05,1.17,0.8,2.99,0.01,0.19,0.07,1.13,0.24,2.47,0.0,0.08,0.02,0.43,0.57,2.81,0.01,0.14,0.05,0.91
5097,옛날아우내순대제대점,제주시,아라동,제주시내,한식,순대,0.56,0.98,0.01,0.14,0.05,0.47,0.31,0.64,0.01,0.15,0.04,0.34,0.11,0.33,0.01,0.04,0.01,0.08,0.33,0.65,0.01,0.11,0.03,0.3
5098,주식회사 디아이컴퍼니,제주시,아라동,제주시내,아시아음식,일식,6.16,4.8,0.02,0.13,0.45,1.83,4.7,4.42,0.04,0.1,0.41,1.52,2.26,4.33,0.02,0.06,0.2,0.68,4.37,4.52,0.03,0.1,0.35,1.34
5099,삼남매식당,제주시,아라동,제주시내,한식,가정식,1.46,0.84,0.04,0.13,0.14,0.41,1.91,1.06,0.02,0.07,0.18,0.41,0.53,0.64,0.02,0.04,0.06,0.12,1.3,0.85,0.03,0.08,0.13,0.31
5100,유나인아라대박점,제주시,아라동,제주시내,한식,가정식,1.21,1.9,0.01,0.13,0.1,0.79,0.92,1.7,0.01,0.05,0.08,0.6,0.42,1.71,0.0,0.02,0.04,0.27,0.85,1.77,0.01,0.07,0.07,0.55
5101,오멘,제주시,아라동,제주시내,한식,단품요리 전문,0.91,2.03,0.01,0.13,0.07,0.83,0.58,1.37,0.0,0.09,0.05,0.52,0.27,1.74,0.0,0.05,0.03,0.3,0.59,1.71,0.0,0.09,0.05,0.55
5102,큰맘할매순대국밥 이도점,제주시,아라동,제주시내,한식,국밥,0.88,1.79,0.01,0.13,0.07,0.75,0.61,1.2,0.01,0.07,0.06,0.45,0.31,1.26,0.0,0.02,0.03,0.2,0.6,1.42,0.01,0.07,0.05,0.47
5103,꿀스커피 제주아라점,제주시,아라동,제주시내,한식,커피,0.52,1.98,0.01,0.13,0.05,0.82,0.48,2.07,0.01,0.23,0.05,0.87,0.2,1.67,0.0,0.03,0.02,0.27,0.4,1.91,0.01,0.13,0.04,0.65
5104,달달해,제주시,아라동,제주시내,간식,베이커리,0.42,1.17,0.01,0.13,0.03,0.52,0.32,0.81,0.0,0.02,0.03,0.28,0.18,1.17,0.0,0.02,0.02,0.18,0.31,1.05,0.0,0.06,0.03,0.33
5105,고튼올레,제주시,아라동,제주시내,간식,베이커리,0.33,1.17,0.01,0.13,0.03,0.52,0.38,1.23,0.0,0.05,0.03,0.44,0.11,0.93,0.0,0.06,0.01,0.18,0.27,1.11,0.0,0.08,0.02,0.38
5106,만랩커피제주아라점,제주시,아라동,제주시내,음료,커피,0.3,1.54,0.0,0.13,0.02,0.66,0.29,1.45,0.0,0.1,0.03,0.56,0.09,1.05,0.0,0.04,0.01,0.18,0.23,1.35,0.0,0.09,0.02,0.47
5107,파이굽는돌담집,제주시,아라동,제주시내,간식,베이커리,0.29,0.44,0.01,0.13,0.03,0.26,0.41,0.5,0.01,0.04,0.04,0.2,0.13,0.36,0.0,0.02,0.01,0.07,0.28,0.43,0.01,0.06,0.03,0.18
5108,곳남모을카페,제주시,아라동,제주시내,음료,커피,0.24,0.84,0.01,0.13,0.02,0.41,0.17,0.7,0.01,0.24,0.02,0.43,0.08,0.76,0.0,0.06,0.01,0.16,0.16,0.77,0.01,0.14,0.02,0.33
5109,진아,제주시,아라동,제주시내,한식,가정식,3.84,2.3,0.04,0.12,0.31,0.92,3.74,2.46,0.05,0.09,0.34,0.88,1.44,2.05,0.01,0.02,0.12,0.31,3.01,2.27,0.03,0.08,0.26,0.7
5110,방일해장국아라점,제주시,아라동,제주시내,한식,해장국,2.17,3.44,0.02,0.12,0.17,1.33,1.8,2.74,0.01,0.08,0.16,0.96,0.55,1.88,0.0,0.02,0.05,0.29,1.51,2.69,0.01,0.07,0.13,0.86
5111,장미반점,제주시,아라동,제주시내,아시아음식,중식,1.18,1.49,0.01,0.12,0.1,0.63,0.83,1.34,0.01,0.03,0.07,0.46,0.34,1.0,0.0,0.02,0.03,0.17,0.78,1.28,0.01,0.06,0.07,0.42
5112,모닥치기아라,제주시,아라동,제주시내,한식,가정식,1.06,2.01,0.01,0.12,0.08,0.82,0.58,1.45,0.01,0.11,0.06,0.57,0.27,1.45,0.0,0.04,0.02,0.24,0.64,1.64,0.01,0.09,0.05,0.54
5113,부가네얼큰이첨단점,제주시,아라동,제주시내,한식,가정식,0.89,0.81,0.02,0.12,0.08,0.39,1.01,0.92,0.01,0.02,0.09,0.32,0.36,0.93,0.01,0.02,0.04,0.16,0.75,0.89,0.01,0.05,0.07,0.29
5114,이큐티,제주시,아라동,제주시내,한식,단품요리 전문,0.8,1.84,0.01,0.12,0.06,0.76,0.77,1.87,0.01,0.1,0.07,0.7,0.22,1.19,0.01,0.09,0.03,0.24,0.6,1.63,0.01,0.1,0.05,0.57
5115,브런치카페올레락,제주시,아라동,제주시내,음료,커피,0.67,0.95,0.0,0.12,0.05,0.44,0.37,0.89,0.02,0.12,0.05,0.4,0.49,1.88,0.01,0.06,0.05,0.32,0.51,1.24,0.01,0.1,0.05,0.39
5116,소낭뜰,제주시,아라동,제주시내,한식,단품요리 전문,0.62,0.49,0.01,0.12,0.06,0.27,0.39,0.5,0.01,0.06,0.04,0.22,0.13,0.4,0.01,0.04,0.02,0.09,0.38,0.46,0.01,0.07,0.04,0.19
5117,아이스크림할인점,제주시,아라동,제주시내,간식,아이스크림/빙수,0.56,3.52,0.0,0.12,0.04,1.36,0.59,3.41,0.01,0.19,0.05,1.27,0.32,3.74,0.0,0.09,0.03,0.62,0.49,3.56,0.0,0.13,0.04,1.08
5118,비비큐제주아라점,제주시,아라동,제주시내,패스트푸드,치킨,0.54,0.59,0.01,0.12,0.05,0.31,0.42,0.64,0.0,0.03,0.04,0.24,0.17,0.64,0.0,0.02,0.02,0.11,0.38,0.62,0.0,0.06,0.04,0.22
5119,주안청식당,제주시,아라동,제주시내,양식,양식,0.31,1.03,0.01,0.12,0.03,0.47,0.23,0.95,0.01,0.12,0.03,0.42,0.04,0.26,0.0,0.06,0.01,0.09,0.19,0.75,0.01,0.1,0.02,0.33
5120,설빙제주대병원점,제주시,아라동,제주시내,간식,아이스크림/빙수,0.28,0.76,0.01,0.12,0.03,0.37,0.43,0.92,0.01,0.16,0.04,0.43,0.32,1.69,0.01,0.1,0.03,0.33,0.34,1.12,0.01,0.13,0.03,0.38
5121,누베커피(nube coffee),제주시,아라동,제주시내,한식,커피,0.25,0.76,0.01,0.12,0.02,0.37,0.33,1.26,0.01,0.16,0.04,0.54,0.1,0.74,0.0,0.06,0.01,0.16,0.23,0.92,0.01,0.11,0.02,0.36
5122,꽃밭에서,제주시,아라동,제주시내,한식,단품요리 전문,0.14,0.3,0.01,0.12,0.02,0.2,0.16,0.39,0.01,0.07,0.02,0.19,0.06,0.38,0.0,0.02,0.01,0.08,0.12,0.36,0.01,0.07,0.02,0.16
5123,통큰이층,제주시,아라동,제주시내,한식,가정식,0.06,0.05,0.03,0.12,0.03,0.12,0.05,0.05,0.03,0.11,0.03,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.02,0.08,0.02,0.08
5124,족풍,제주시,아라동,제주시내,한식,가정식,2.07,1.36,0.02,0.11,0.16,0.57,1.14,0.92,0.01,0.06,0.1,0.35,0.44,0.84,0.0,0.01,0.04,0.13,1.22,1.04,0.01,0.06,0.1,0.35
5125,도미노피자 제주이도점,제주시,아라동,제주시내,패스트푸드,피자,2.0,2.17,0.02,0.11,0.16,0.86,2.52,2.8,0.01,0.07,0.21,0.97,0.79,2.05,0.0,0.01,0.07,0.31,1.77,2.34,0.01,0.06,0.15,0.71
5126,백스비어제주아라이동점,제주시,아라동,제주시내,주점및주류판매,맥주/요리주점,1.69,1.36,0.02,0.11,0.14,0.57,1.61,1.37,0.04,0.14,0.16,0.56,0.7,1.76,0.01,0.05,0.07,0.3,1.33,1.5,0.02,0.1,0.12,0.48
5127,비에이치씨이도점,제주시,아라동,제주시내,패스트푸드,치킨,1.47,1.68,0.01,0.11,0.12,0.69,1.29,1.68,0.02,0.04,0.13,0.58,0.6,1.55,0.01,0.03,0.05,0.25,1.12,1.64,0.01,0.06,0.1,0.51
5128,미인빵,제주시,아라동,제주시내,간식,베이커리,1.36,3.47,0.0,0.11,0.1,1.33,1.12,2.96,0.01,0.14,0.1,1.08,0.37,2.17,0.0,0.04,0.03,0.35,0.95,2.87,0.0,0.1,0.08,0.92
5129,60계제주아라점,제주시,아라동,제주시내,패스트푸드,치킨,1.0,1.17,0.01,0.11,0.08,0.51,1.04,1.26,0.01,0.03,0.09,0.43,0.39,1.05,0.0,0.02,0.04,0.17,0.81,1.16,0.01,0.05,0.07,0.37
5130,하효소머리국밥,제주시,아라동,제주시내,한식,국밥,0.88,1.25,0.01,0.11,0.07,0.53,0.92,1.17,0.02,0.09,0.09,0.46,0.24,0.67,0.0,0.03,0.02,0.12,0.68,1.03,0.01,0.08,0.06,0.37
5131,하효소머리국밥,제주시,아라동,제주시내,한식,국밥,0.88,1.25,0.01,0.11,0.07,0.53,0.92,1.17,0.02,0.09,0.09,0.46,0.55,1.57,0.01,0.07,0.06,0.29,0.78,1.33,0.01,0.09,0.07,0.43
5132,하효소머리국밥,제주시,아라동,제주시내,한식,국밥,0.88,1.25,0.01,0.11,0.07,0.53,1.22,1.42,0.05,0.25,0.14,0.68,0.24,0.67,0.0,0.03,0.02,0.12,0.78,1.11,0.02,0.13,0.08,0.44
5133,하효소머리국밥,제주시,아라동,제주시내,한식,국밥,0.88,1.25,0.01,0.11,0.07,0.53,1.22,1.42,0.05,0.25,0.14,0.68,0.55,1.57,0.01,0.07,0.06,0.29,0.88,1.41,0.02,0.14,0.09,0.5
5134,담뽀뽀,제주시,아라동,제주시내,한식,단품요리 전문,0.83,1.25,0.01,0.11,0.07,0.53,1.21,1.62,0.02,0.11,0.12,0.62,0.53,1.84,0.01,0.06,0.05,0.31,0.86,1.57,0.01,0.09,0.08,0.49
5135,공차베라체점,제주시,아라동,제주시내,음료,커피,0.71,3.04,0.0,0.11,0.05,1.17,0.66,2.68,0.01,0.11,0.06,0.97,0.34,3.29,0.0,0.04,0.03,0.51,0.57,3.0,0.0,0.09,0.05,0.88
5136,영심이네집밥,제주시,아라동,제주시내,한식,가정식,0.7,1.25,0.01,0.11,0.06,0.53,0.51,1.01,0.01,0.06,0.05,0.38,0.19,0.95,0.01,0.05,0.02,0.18,0.47,1.07,0.01,0.07,0.04,0.36
5137,할리스커피제주이도점,제주시,아라동,제주시내,음료,커피,0.69,2.52,0.0,0.11,0.05,0.99,0.57,2.29,0.01,0.19,0.06,0.91,0.28,2.53,0.0,0.04,0.03,0.4,0.51,2.45,0.0,0.11,0.05,0.77
5138,고고리,제주시,아라동,제주시내,양식,양식,0.36,0.57,0.01,0.11,0.03,0.29,0.25,0.45,0.01,0.08,0.03,0.22,0.2,0.69,0.0,0.03,0.02,0.13,0.27,0.57,0.01,0.07,0.03,0.21
5139,가빈거래처,제주시,아라동,제주시내,한식,가정식,0.31,0.41,0.01,0.11,0.03,0.23,0.3,0.28,0.0,0.03,0.03,0.12,0.12,0.36,0.0,0.01,0.01,0.06,0.24,0.35,0.0,0.05,0.02,0.14
5140,거인의정원,제주시,아라동,제주시내,한식,단품요리 전문,0.16,0.46,0.01,0.11,0.02,0.25,0.12,0.33,0.0,0.03,0.01,0.14,0.04,0.24,0.0,0.0,0.0,0.03,0.11,0.34,0.0,0.05,0.01,0.14
5141,세듈러스,제주시,아라동,제주시내,한식,단품요리 전문,0.1,0.32,0.01,0.11,0.01,0.2,0.15,0.45,0.0,0.04,0.01,0.18,0.06,0.38,0.0,0.03,0.01,0.08,0.1,0.38,0.0,0.06,0.01,0.15
5142,바람,제주시,아라동,제주시내,양식,양식,0.08,0.19,0.01,0.11,0.01,0.16,0.03,0.11,0.01,0.1,0.01,0.13,0.02,0.09,0.0,0.04,0.0,0.05,0.04,0.13,0.01,0.08,0.01,0.11
5143,스시나미,제주시,아라동,제주시내,아시아음식,일식,7.29,3.17,0.03,0.09,0.54,1.21,5.87,2.66,0.05,0.1,0.52,0.95,2.87,2.76,0.02,0.04,0.25,0.43,5.34,2.86,0.03,0.08,0.44,0.86
5144,징기스 이도점,제주시,아라동,제주시내,한식,가정식,3.09,1.14,0.04,0.09,0.25,0.49,3.31,1.34,0.02,0.03,0.29,0.46,1.76,1.33,0.01,0.02,0.16,0.21,2.72,1.27,0.02,0.05,0.23,0.39
5145,화산양꼬치5호점,제주시,아라동,제주시내,주점및주류판매,꼬치구이,3.01,1.3,0.04,0.09,0.25,0.54,2.49,1.14,0.03,0.05,0.23,0.42,1.16,1.17,0.03,0.05,0.12,0.21,2.22,1.2,0.03,0.06,0.2,0.39
5146,해도횟집본점,제주시,아라동,제주시내,한식,회,2.79,1.22,0.06,0.09,0.26,0.52,2.39,1.14,0.06,0.08,0.25,0.44,1.86,1.57,0.04,0.05,0.19,0.27,2.35,1.31,0.05,0.07,0.23,0.41
5147,자성화맛집코다리네낙원점,제주시,아라동,제주시내,한식,단품요리 전문,1.86,1.19,0.03,0.09,0.16,0.51,1.76,1.29,0.01,0.04,0.15,0.45,0.71,1.09,0.01,0.02,0.06,0.18,1.44,1.19,0.02,0.05,0.12,0.38
5148,태진해장국,제주시,아라동,제주시내,한식,해장국,1.74,2.41,0.01,0.09,0.13,0.94,1.38,2.21,0.01,0.07,0.12,0.78,0.45,1.6,0.0,0.02,0.04,0.25,1.19,2.07,0.01,0.06,0.1,0.66
5149,오늘와인한잔제주아라점,제주시,아라동,제주시내,주점및주류판매,주점,1.25,0.73,0.03,0.09,0.12,0.34,1.56,0.73,0.02,0.08,0.15,0.31,0.54,0.71,0.01,0.02,0.05,0.12,1.12,0.72,0.02,0.06,0.11,0.26
5150,대한식당앤오태식해바라기치킨아라점,제주시,아라동,제주시내,패스트푸드,치킨,1.15,1.03,0.01,0.09,0.09,0.45,1.43,1.34,0.02,0.06,0.13,0.49,0.38,0.88,0.01,0.02,0.04,0.14,0.99,1.08,0.01,0.06,0.09,0.36
5151,정선할매곤드레밥,제주시,아라동,제주시내,한식,가정식,0.99,1.06,0.02,0.09,0.09,0.46,0.99,0.78,0.02,0.07,0.1,0.32,0.35,0.78,0.01,0.02,0.04,0.13,0.78,0.87,0.02,0.06,0.08,0.3
5152,카페토르토니,제주시,아라동,제주시내,음료,커피,0.95,2.17,0.01,0.09,0.07,0.86,0.99,2.46,0.01,0.06,0.08,0.85,0.82,4.17,0.01,0.1,0.08,0.69,0.92,2.93,0.01,0.08,0.08,0.8
5153,스시고,제주시,아라동,제주시내,아시아음식,일식,0.95,1.0,0.02,0.09,0.09,0.44,0.85,0.89,0.01,0.05,0.08,0.34,0.45,1.02,0.0,0.01,0.04,0.16,0.75,0.97,0.01,0.05,0.07,0.31
5154,춘풍설렁탕,제주시,아라동,제주시내,한식,단품요리 전문,0.87,1.14,0.01,0.09,0.07,0.49,1.17,1.31,0.01,0.03,0.1,0.45,0.41,1.43,0.0,0.02,0.04,0.23,0.82,1.29,0.01,0.05,0.07,0.39
5155,그리너 제주이도점,제주시,아라동,제주시내,한식,단품요리 전문,0.74,1.41,0.01,0.09,0.06,0.58,0.4,1.01,0.01,0.16,0.04,0.46,0.22,1.31,0.0,0.01,0.02,0.2,0.45,1.24,0.01,0.09,0.04,0.41
5156,고소한모숨비둠비,제주시,아라동,제주시내,한식,단품요리 전문,0.52,0.73,0.01,0.09,0.04,0.34,0.34,0.59,0.01,0.07,0.03,0.25,0.26,0.88,0.01,0.05,0.03,0.17,0.37,0.73,0.01,0.07,0.03,0.25
5157,노랑통닭 아라점,제주시,아라동,제주시내,패스트푸드,치킨,0.43,0.57,0.01,0.09,0.04,0.28,0.45,0.61,0.01,0.03,0.04,0.23,0.2,0.6,0.0,0.01,0.02,0.1,0.36,0.59,0.01,0.04,0.03,0.2
5158,으뜸 아이스크림 할인점 첨단단지지점,제주시,아라동,제주시내,간식,아이스크림/빙수,0.3,1.52,0.0,0.09,0.02,0.62,0.27,1.4,0.0,0.09,0.03,0.53,0.29,2.43,0.0,0.04,0.03,0.39,0.29,1.78,0.0,0.07,0.03,0.51
5159,올드소울,제주시,아라동,제주시내,한식,단품요리 전문,0.26,1.14,0.01,0.09,0.03,0.49,0.13,0.61,0.01,0.1,0.02,0.29,0.0,0.02,0.0,0.0,0.0,0.0,0.13,0.59,0.01,0.06,0.02,0.26
5160,얼레디훅 (ALREADY HOOK),제주시,아라동,제주시내,음료,커피,0.24,0.68,0.0,0.09,0.02,0.32,0.33,1.03,0.0,0.01,0.03,0.34,0.13,1.02,0.0,0.01,0.01,0.16,0.23,0.91,0.0,0.04,0.02,0.27
5161,왕돈까스와 밀면,제주시,아라동,제주시내,한식,면류,0.23,0.27,0.01,0.09,0.03,0.17,0.27,0.42,0.01,0.08,0.03,0.21,0.06,0.26,0.01,0.05,0.01,0.08,0.19,0.32,0.01,0.07,0.02,0.15
5162,주식회사 티아이,제주시,아라동,제주시내,한식,가정식,3.99,0.71,0.02,0.08,0.3,0.32,2.02,0.7,0.04,0.05,0.2,0.27,2.15,0.81,0.0,0.01,0.18,0.12,2.72,0.74,0.02,0.05,0.23,0.24
5163,하늘채가든,제주시,아라동,제주시내,한식,고기,2.44,1.79,0.02,0.08,0.19,0.71,1.75,1.62,0.05,0.07,0.18,0.59,1.54,2.0,0.01,0.03,0.13,0.31,1.91,1.8,0.03,0.06,0.17,0.54
5164,남문숯불바베큐치킨아라점,제주시,아라동,제주시내,패스트푸드,치킨,2.27,1.9,0.02,0.08,0.18,0.75,1.78,1.62,0.0,0.02,0.15,0.54,0.62,1.26,0.01,0.04,0.06,0.21,1.56,1.59,0.01,0.05,0.13,0.5
5165,김밥꼬순내,제주시,아라동,제주시내,간식,분식,1.79,5.18,0.01,0.08,0.13,1.92,1.36,4.39,0.0,0.01,0.11,1.43,0.74,5.24,0.01,0.07,0.07,0.82,1.3,4.94,0.01,0.05,0.1,1.39
5166,자가제빵선명희피자아라점,제주시,아라동,제주시내,패스트푸드,피자,0.91,1.25,0.01,0.08,0.07,0.52,0.65,0.87,0.01,0.05,0.06,0.33,0.26,0.86,0.01,0.03,0.03,0.15,0.61,0.99,0.01,0.05,0.05,0.33
5167,경성술집,제주시,아라동,제주시내,주점및주류판매,맥주/요리주점,0.73,0.49,0.03,0.08,0.08,0.24,0.95,0.73,0.01,0.05,0.09,0.28,0.6,0.86,0.0,0.01,0.05,0.13,0.76,0.69,0.01,0.05,0.07,0.22
5168,오부자갈비탕,제주시,아라동,제주시내,한식,갈비,0.64,0.73,0.01,0.08,0.06,0.33,0.52,0.73,0.01,0.04,0.05,0.27,0.24,0.74,0.01,0.03,0.02,0.13,0.47,0.73,0.01,0.05,0.04,0.24
5169,넉넉한밥상,제주시,아라동,제주시내,한식,가정식,0.57,0.59,0.01,0.08,0.05,0.28,0.53,0.53,0.01,0.06,0.06,0.23,0.17,0.53,0.01,0.04,0.02,0.11,0.42,0.55,0.01,0.06,0.04,0.21
5170,거마가든,제주시,아라동,제주시내,한식,고기,0.57,0.51,0.01,0.08,0.05,0.25,0.1,0.17,0.01,0.03,0.02,0.08,0.23,0.38,0.0,0.01,0.02,0.06,0.3,0.35,0.01,0.04,0.03,0.13
5171,굽네치킨아라점,제주시,아라동,제주시내,패스트푸드,치킨,0.5,0.68,0.01,0.08,0.04,0.31,0.42,0.59,0.0,0.02,0.04,0.21,0.14,0.47,0.0,0.02,0.01,0.08,0.35,0.58,0.0,0.04,0.03,0.2
5172,아라옛통치킨,제주시,아라동,제주시내,패스트푸드,치킨,0.5,0.9,0.01,0.08,0.05,0.39,0.63,1.06,0.0,0.03,0.05,0.37,0.22,0.74,0.01,0.01,0.02,0.12,0.45,0.9,0.01,0.04,0.04,0.29
5173,단호,제주시,아라동,제주시내,한식,단품요리 전문,0.45,1.08,0.0,0.08,0.04,0.46,0.35,0.89,0.0,0.06,0.03,0.34,0.13,0.93,0.0,0.02,0.01,0.15,0.31,0.97,0.0,0.05,0.03,0.32
5174,카페헤이브라운,제주시,아라동,제주시내,음료,커피,0.42,1.14,0.0,0.08,0.03,0.48,0.27,0.87,0.01,0.05,0.03,0.33,0.12,0.88,0.0,0.02,0.01,0.14,0.27,0.96,0.0,0.05,0.02,0.32
5175,학교종이  땡땡땡,제주시,아라동,제주시내,한식,가정식,0.39,0.51,0.02,0.08,0.04,0.25,0.49,0.67,0.0,0.05,0.04,0.26,0.05,0.17,0.0,0.01,0.0,0.03,0.31,0.45,0.01,0.05,0.03,0.18
5176,안뜨락,제주시,아라동,제주시내,한식,가정식,0.37,0.51,0.01,0.08,0.03,0.25,0.16,0.2,0.01,0.06,0.02,0.12,0.03,0.07,0.0,0.04,0.01,0.04,0.19,0.26,0.01,0.06,0.02,0.14
5177,브라운아라점,제주시,아라동,제주시내,한식,단품요리 전문,0.17,0.44,0.0,0.08,0.02,0.22,0.17,0.45,0.0,0.01,0.01,0.15,0.13,0.81,0.0,0.02,0.01,0.13,0.16,0.57,0.0,0.04,0.01,0.17
5178,영평가시나물마을회,제주시,아라동,제주시내,한식,가정식,2.56,0.41,0.07,0.07,0.25,0.2,2.83,0.45,0.08,0.05,0.3,0.19,2.21,0.6,0.02,0.01,0.2,0.1,2.53,0.49,0.06,0.04,0.25,0.16
5179,허디거디이도점,제주시,아라동,제주시내,한식,단품요리 전문,2.19,1.76,0.01,0.07,0.16,0.69,1.8,1.82,0.04,0.11,0.18,0.69,1.05,2.05,0.03,0.06,0.11,0.34,1.68,1.88,0.03,0.08,0.15,0.57
5180,송화잔지기떡 제주아라점,제주시,아라동,제주시내,간식,떡/한과,1.53,1.98,0.01,0.07,0.12,0.77,1.27,1.79,0.0,0.02,0.11,0.6,0.37,1.43,0.0,0.03,0.03,0.23,1.06,1.73,0.0,0.04,0.09,0.53
5181,금하갈비,제주시,아라동,제주시내,한식,갈비,1.5,1.87,0.01,0.07,0.12,0.73,1.18,1.59,0.03,0.11,0.12,0.62,0.47,1.4,0.0,0.01,0.04,0.21,1.05,1.62,0.01,0.06,0.09,0.52
5182,인생건어물 아라점,제주시,아라동,제주시내,한식,단품요리 전문,1.48,1.33,0.01,0.07,0.12,0.53,1.15,1.23,0.0,0.01,0.09,0.41,0.5,1.17,0.01,0.02,0.05,0.19,1.04,1.24,0.01,0.03,0.09,0.38
5183,영산강가마솥,제주시,아라동,제주시내,한식,가정식,1.37,0.98,0.01,0.07,0.1,0.41,0.64,0.67,0.04,0.04,0.08,0.25,0.12,0.36,0.0,0.0,0.01,0.06,0.71,0.67,0.02,0.04,0.06,0.24
5184,인다생구이,제주시,아라동,제주시내,한식,가정식,1.36,0.54,0.04,0.07,0.14,0.25,0.69,0.33,0.01,0.01,0.06,0.12,0.57,0.57,0.0,0.0,0.05,0.09,0.87,0.48,0.02,0.03,0.08,0.15
